,total_unique_sites,conversion_rate,total_sessions,avg_time_to_action,unique_sites_fraction
user_89734,182.0,1.0,1.0,242.0,1.0
user_89738,181.0,0.625,8.0,208.0,0.5
user_89739,176.0,0.75,4.0,106.66666666666667,0.2558139534883721
user_89742,139.0,1.0,1.0,84.0,1.0
user_89743,104.0,0.4,5.0,39.0,0.41767068273092367
user_89745,233.0,0.75,4.0,109.66666666666667,0.667621776504298
user_89747,158.0,0.25,4.0,234.0,0.4281842818428184
user_89748,67.0,1.0,1.0,63.0,1.0
user_89749,108.0,0.6666666666666666,3.0,61.5,0.42023346303501946
user_89750,142.0,0.0,2.0,,0.8711656441717791
user_89751,242.0,0.6666666666666666,9.0,89.5,0.43920145190562615
user_89752,207.0,0.25,8.0,78.0,0.33658536585365856
user_89753,182.0,1.0,2.0,46.5,0.9528795811518325
user_89755,322.0,0.7297297297297297,37.0,157.4814814814815,0.12682158330051202
user_89759,153.0,0.0,2.0,,0.8793103448275862
user_89760,291.0,0.6818181818181818,22.0,81.4,0.15331928345626974
user_89761,193.0,0.5,4.0,195.5,0.6433333333333333
user_89763,116.0,0.6666666666666666,3.0,32.5,0.7682119205298014
user_89764,88.0,0.0,1.0,,1.0
user_89767,129.0,0.3333333333333333,6.0,163.0,0.37941176470588234
user_89768,232.0,0.3333333333333333,3.0,10.0,0.7116564417177914
user_89769,204.0,0.7368421052631579,19.0,202.78571428571428,0.14890510948905109
user_89771,185.0,1.0,2.0,313.5,0.5270655270655271
user_89772,296.0,1.0,6.0,168.33333333333334,0.4505327245053272
user_89775,79.0,1.0,5.0,82.4,0.25732899022801303
user_89776,182.0,0.8,5.0,111.0,0.5400593471810089
user_89777,321.0,0.42857142857142855,14.0,77.0,0.24768518518518517
user_89778,230.0,0.625,8.0,98.0,0.25054466230936817
user_89780,60.0,1.0,2.0,88.5,0.5217391304347826
user_89782,81.0,0.7142857142857143,7.0,109.8,0.2071611253196931
user_89783,58.0,1.0,2.0,77.5,0.5
user_89784,103.0,0.6666666666666666,3.0,60.0,0.5228426395939086
user_89786,66.0,1.0,1.0,93.0,1.0
user_89787,282.0,1.0,5.0,43.4,0.4427001569858713
user_89789,77.0,0.0,1.0,,1.0
user_89791,88.0,0.5,2.0,36.0,0.5641025641025641
user_89792,244.0,0.6,5.0,28.333333333333332,0.37829457364341085
user_89793,41.0,1.0,1.0,140.0,1.0
user_89795,315.0,0.3333333333333333,9.0,187.33333333333334,0.34615384615384615
user_89798,199.0,0.5,2.0,85.0,0.7289377289377289
user_89799,315.0,0.75,24.0,126.33333333333333,0.1862803075103489
user_89800,66.0,0.0,1.0,,1.0
user_89804,73.0,0.5,4.0,165.5,0.25435540069686413
user_89805,206.0,0.5,4.0,62.0,0.30884557721139433
user_89806,275.0,0.5714285714285714,7.0,59.5,0.3979739507959479
user_89808,69.0,1.0,1.0,41.0,1.0
user_89809,326.0,0.38095238095238093,21.0,58.125,0.17892425905598244
user_89810,213.0,0.8333333333333334,6.0,83.0,0.3207831325301205
user_89811,241.0,0.6363636363636364,11.0,52.42857142857143,0.2654185022026432
user_89814,73.0,0.6666666666666666,3.0,134.5,0.4269005847953216
user_89815,108.0,0.0,1.0,,1.0
user_89816,338.0,0.5416666666666666,24.0,82.53846153846153,0.16265640038498555
user_89817,200.0,0.0,1.0,,1.0
user_89819,171.0,0.5,2.0,40.0,0.8860103626943006
user_89820,188.0,1.0,1.0,86.0,1.0
user_89823,204.0,1.0,1.0,244.0,1.0
user_89825,210.0,0.8181818181818182,11.0,252.22222222222223,0.27522935779816515
user_89826,134.0,0.5,2.0,87.0,0.6291079812206573
user_89827,105.0,1.0,2.0,135.0,0.8677685950413223
user_89828,413.0,0.18604651162790697,43.0,-111034.875,0.09231113097898971
user_89830,192.0,0.0,1.0,,1.0
user_89832,124.0,1.0,1.0,76.0,1.0
user_89833,185.0,1.0,1.0,80.0,1.0
user_89835,154.0,1.0,2.0,60.0,0.8901734104046243
user_89836,122.0,0.0,2.0,,0.7439024390243902
user_89837,109.0,1.0,3.0,-3.3333333333333335,0.3784722222222222
user_89838,293.0,0.8518518518518519,27.0,261.39130434782606,0.15228690228690228
user_89839,121.0,0.6666666666666666,3.0,124.0,0.568075117370892
user_89840,148.0,0.3333333333333333,3.0,43.0,0.8176795580110497
user_89841,122.0,0.42857142857142855,7.0,67.0,0.33242506811989103
user_89844,203.0,0.6666666666666666,3.0,88.0,0.6612377850162866
user_89845,118.0,0.08333333333333333,12.0,47.0,0.15465268676277852
user_89846,216.0,1.0,2.0,56.0,0.5359801488833746
user_89847,26.0,1.0,1.0,40.0,1.0
user_89849,242.0,0.7,10.0,95.71428571428571,0.28337236533957844
user_89850,57.0,1.0,2.0,68.5,0.7125
user_89851,180.0,1.0,3.0,73.0,0.6405693950177936
user_89852,136.0,1.0,4.0,75.0,0.26719056974459726
user_89854,397.0,0.4583333333333333,48.0,253.0,0.11642228739002933
user_89856,221.0,1.0,2.0,141.0,0.7727272727272727
user_89857,181.0,0.6,5.0,811.0,0.4905149051490515
user_89858,127.0,0.0,5.0,,0.5497835497835498
user_89859,160.0,1.0,2.0,41.5,0.9090909090909091
user_89861,81.0,0.0,3.0,,0.45
user_89862,144.0,1.0,1.0,149.0,1.0
user_89863,190.0,0.75,4.0,56.333333333333336,0.5080213903743316
user_89865,250.0,0.5714285714285714,7.0,119.25,0.2465483234714004
user_89866,220.0,0.6,5.0,231.0,0.41509433962264153
user_89868,113.0,1.0,1.0,161.0,1.0
user_89870,128.0,0.0,1.0,,1.0
user_89871,129.0,0.6666666666666666,3.0,56.5,0.5608695652173913
user_89876,260.0,0.16666666666666666,12.0,28.0,0.3651685393258427
user_89877,340.0,0.6818181818181818,22.0,47.0,0.1810436634717785
user_89881,68.0,0.0,3.0,,0.5811965811965812
user_89884,190.0,0.0,2.0,,0.8715596330275229
user_89885,189.0,0.6666666666666666,3.0,37.0,0.6585365853658537
user_89887,223.0,1.0,2.0,58.5,0.7743055555555556
user_89889,256.0,0.6666666666666666,6.0,132.0,0.29836829836829837
user_89890,75.0,0.5,2.0,67.0,0.7425742574257426
user_89891,275.0,0.08333333333333333,48.0,8878.5,0.05438006723353767
user_89892,223.0,1.0,1.0,22.0,1.0
user_89893,213.0,1.0,3.0,96.0,0.3783303730017762
user_89895,169.0,0.0,2.0,,0.9184782608695652
user_89896,55.0,1.0,1.0,-84.0,1.0
user_89898,231.0,0.2222222222222222,9.0,125.5,0.250814332247557
user_89899,122.0,0.42857142857142855,7.0,60.666666666666664,0.5446428571428571
user_89900,69.0,1.0,1.0,156.0,1.0
user_89901,105.0,0.0,1.0,,1.0
user_89902,316.0,0.5,20.0,1296.8,0.1574489287493772
user_89903,215.0,0.2,5.0,103.0,0.49311926605504586
user_89904,154.0,1.0,2.0,58.0,0.6968325791855203
user_89907,158.0,0.3157894736842105,19.0,55.333333333333336,0.19082125603864733
user_89910,136.0,0.6666666666666666,3.0,92.0,0.6699507389162561
user_89912,75.0,1.0,2.0,46.0,0.6521739130434783
user_89913,130.0,0.0,1.0,,1.0
user_89915,24.0,0.0,1.0,,1.0
user_89916,134.0,1.0,2.0,105.5,0.9370629370629371
user_89923,110.0,0.0,1.0,,1.0
user_89925,37.0,1.0,1.0,575.0,1.0
user_89928,70.0,1.0,1.0,14075.0,1.0
user_89931,159.0,0.5,2.0,10.0,0.5
user_89932,152.0,0.5,2.0,97.0,0.8216216216216217
user_89933,76.0,1.0,1.0,101.0,1.0
user_89934,140.0,0.75,4.0,110.0,0.625
user_89937,148.0,0.6,15.0,88.0,0.1562829989440338
user_89938,314.0,0.5714285714285714,7.0,263.5,0.45507246376811594
user_89939,185.0,1.0,1.0,24.0,1.0
user_89940,52.0,0.0,1.0,,1.0
user_89942,233.0,0.5714285714285714,7.0,334.75,0.4059233449477352
user_89945,258.0,0.375,8.0,306.6666666666667,0.4417808219178082
user_89946,260.0,0.47058823529411764,17.0,120.75,0.20249221183800623
user_89947,224.0,0.3333333333333333,3.0,61.0,0.5558312655086849
user_89948,355.0,0.6923076923076923,26.0,81.83333333333333,0.16202647193062528
user_89949,280.0,0.5,4.0,98.0,0.623608017817372
user_89950,206.0,1.0,5.0,396.0,0.42650103519668736
user_89951,291.0,0.6666666666666666,12.0,72.25,0.305993690851735
user_89952,73.0,0.0,1.0,,1.0
user_89954,159.0,0.4166666666666667,12.0,315.2,0.3706293706293706
user_89955,235.0,0.0,7.0,,0.47959183673469385
user_89956,197.0,0.0,3.0,,0.6194968553459119
user_89959,127.0,1.0,2.0,91.5,0.9477611940298507
user_89960,183.0,0.0,2.0,,0.9014778325123153
user_89962,181.0,0.4,5.0,119.0,0.2909967845659164
user_89964,90.0,0.0,1.0,,1.0
user_89966,250.0,0.875,8.0,168.14285714285714,0.1984126984126984
user_89967,83.0,0.5,2.0,86.0,0.9120879120879121
user_89971,68.0,0.25,4.0,153.0,0.5354330708661418
user_89972,95.0,0.5,2.0,77.0,0.7421875
user_89973,186.0,0.0,1.0,,1.0
user_89975,204.0,0.0,5.0,,0.6688524590163935
user_89976,267.0,0.5714285714285714,7.0,93.25,0.31010452961672474
user_89978,185.0,1.0,1.0,82.0,1.0
user_89979,183.0,1.0,2.0,165.5,0.7922077922077922
user_89980,74.0,0.5,2.0,14.0,0.5068493150684932
user_89981,106.0,0.5,6.0,58.666666666666664,0.3028571428571429
user_89982,192.0,1.0,3.0,87.66666666666667,0.386317907444668
user_89983,206.0,1.0,1.0,321.0,1.0
user_89984,191.0,1.0,1.0,172.0,1.0
user_89985,337.0,0.84375,32.0,58.55555555555556,0.12139769452449568
user_89989,57.0,1.0,1.0,27.0,1.0
user_89992,75.0,1.0,2.0,50.0,0.6410256410256411
user_89994,125.0,1.0,1.0,87.0,1.0
user_89996,283.0,0.8888888888888888,18.0,103.5625,0.2064186725018235
user_89998,100.0,0.5,2.0,24.0,0.6802721088435374
user_89999,392.0,0.3125,32.0,30.8,0.1824953445065177
user_90000,176.0,1.0,2.0,192.5,0.7963800904977375
user_90002,162.0,0.375,8.0,70.33333333333333,0.391304347826087
user_90003,98.0,0.8,5.0,74.25,0.33676975945017185
user_90009,192.0,0.5,2.0,172.0,0.6597938144329897
user_90011,211.0,0.6666666666666666,3.0,106.0,0.6677215189873418
user_90012,244.0,0.7333333333333333,15.0,34.81818181818182,0.22889305816135083
user_90015,219.0,0.6666666666666666,3.0,35.5,0.37435897435897436
user_90016,168.0,0.375,8.0,178.0,0.45776566757493187
user_90018,103.0,0.3333333333333333,3.0,60.0,0.7103448275862069
user_90019,194.0,0.6,5.0,269.6666666666667,0.40165631469979296
user_90021,230.0,0.5,2.0,104.0,0.6442577030812325
user_90024,70.0,1.0,1.0,39.0,1.0
user_90025,24.0,0.0,1.0,,1.0
user_90026,366.0,0.36666666666666664,30.0,161.45454545454547,0.11783644558918223
user_90028,96.0,1.0,2.0,46.5,0.5549132947976878
user_90030,257.0,0.3157894736842105,19.0,88.33333333333333,0.25073170731707317
user_90032,227.0,0.6,5.0,-75.0,0.37833333333333335
user_90034,108.0,0.0,1.0,,1.0
user_90038,334.0,0.5,22.0,49.18181818181818,0.19763313609467456
user_90039,298.0,0.5,8.0,118.5,0.3433179723502304
user_90044,72.0,1.0,1.0,36.0,1.0
user_90045,143.0,0.3333333333333333,6.0,372.0,0.4554140127388535
user_90046,281.0,1.0,7.0,106.0,0.2939330543933054
user_90047,491.0,0.4537037037037037,108.0,157.9591836734694,0.04259564500737399
user_90048,93.0,0.0,2.0,,0.9117647058823529
user_90050,245.0,0.5,8.0,117.75,0.45539033457249073
user_90051,345.0,0.8235294117647058,34.0,89.67857142857143,0.15
user_90058,103.0,1.0,1.0,148.0,1.0
user_90061,72.0,1.0,2.0,159.0,0.5217391304347826
user_90062,332.0,0.6739130434782609,46.0,45.25806451612903,0.07124463519313305
user_90064,68.0,1.0,1.0,119.0,1.0
user_90065,156.0,0.6666666666666666,3.0,23.5,0.5512367491166078
user_90066,224.0,0.5,2.0,36.0,0.9032258064516129
user_90069,76.0,1.0,2.0,28.5,0.6608695652173913
user_90071,48.0,0.0,2.0,,0.5
user_90072,140.0,0.0,2.0,,0.7821229050279329
user_90073,364.0,0.8461538461538461,52.0,115.06818181818181,0.07816190680695727
user_90074,226.0,0.4,5.0,54.5,0.5
user_90077,108.0,0.0,1.0,,1.0
user_90078,254.0,0.375,8.0,212.66666666666666,0.3713450292397661
user_90079,263.0,0.5,16.0,62.875,0.2069236821400472
user_90080,197.0,0.6666666666666666,3.0,69.5,0.4900497512437811
user_90081,201.0,0.375,8.0,87.33333333333333,0.3160377358490566
user_90084,264.0,0.6666666666666666,15.0,79.5,0.10779910167415271
user_90086,149.0,0.75,4.0,76.66666666666667,0.40161725067385445
user_90088,79.0,0.8333333333333334,6.0,37.4,0.2581699346405229
user_90089,198.0,0.2,5.0,179.0,0.6325878594249201
user_90090,110.0,0.3,10.0,44.333333333333336,0.17886178861788618
user_90091,257.0,0.3333333333333333,12.0,70.0,0.2370848708487085
user_90092,330.0,0.45454545454545453,11.0,271.0,0.28085106382978725
user_90093,75.0,1.0,2.0,103.0,0.6147540983606558
user_90094,235.0,1.0,3.0,98.66666666666667,0.5860349127182045
user_90095,70.0,1.0,1.0,82.0,1.0
user_90099,176.0,1.0,1.0,133.0,1.0
user_90102,279.0,0.17647058823529413,17.0,159.66666666666666,0.23584108199492815
user_90104,47.0,0.0,1.0,,1.0
user_90106,182.0,1.0,1.0,108.0,1.0
user_90108,153.0,1.0,2.0,123.5,0.8895348837209303
user_90110,264.0,0.2222222222222222,9.0,136.5,0.38316400580551524
user_90111,276.0,1.0,12.0,124.66666666666667,0.1736941472624292
user_90112,216.0,0.9069767441860465,43.0,42.82051282051282,0.1265377855887522
user_90114,67.0,1.0,1.0,104.0,1.0
user_90115,120.0,1.0,1.0,49.0,1.0
user_90116,183.0,0.7272727272727273,11.0,62.75,0.25
user_90121,354.0,0.7,20.0,43.0,0.21046373365041618
user_90122,85.0,1.0,1.0,101.0,1.0
user_90123,44.0,1.0,1.0,58.0,1.0
user_90125,230.0,0.75,4.0,93.33333333333333,0.45634920634920634
user_90126,285.0,1.0,7.0,243.85714285714286,0.39528432732316227
user_90129,78.0,1.0,1.0,168.0,1.0
user_90130,111.0,1.0,1.0,42.0,1.0
user_90132,94.0,1.0,2.0,37.0,0.8245614035087719
user_90135,211.0,0.75,4.0,116.0,0.46271929824561403
user_90136,136.0,0.0,1.0,,1.0
user_90137,181.0,1.0,2.0,40.0,0.8116591928251121
user_90138,301.0,0.55,20.0,90.9090909090909,0.15660770031217483
user_90140,53.0,1.0,1.0,70.0,1.0
user_90144,294.0,0.5714285714285714,7.0,107.25,0.3546441495778046
user_90146,110.0,1.0,1.0,28.0,1.0
user_90148,233.0,0.5,6.0,111.66666666666667,0.4577603143418468
user_90150,250.0,0.6666666666666666,3.0,184.5,0.6297229219143576
user_90152,83.0,0.5,2.0,46.0,0.7477477477477478
user_90154,74.0,1.0,3.0,126.66666666666667,0.46835443037974683
user_90156,212.0,1.0,1.0,119.0,1.0
user_90159,172.0,1.0,1.0,25.0,1.0
user_90160,225.0,0.8888888888888888,9.0,151.75,0.30364372469635625
user_90165,221.0,0.09090909090909091,11.0,186.0,0.20577281191806332
user_90167,119.0,0.0,1.0,,1.0
user_90169,65.0,0.5,4.0,45.0,0.2813852813852814
user_90170,163.0,0.6666666666666666,3.0,105.5,0.3333333333333333
user_90172,218.0,0.3333333333333333,3.0,245.0,0.5105386416861827
user_90173,226.0,0.35,20.0,175.85714285714286,0.23227132579650564
user_90174,310.0,0.7272727272727273,11.0,122.0,0.21784961349262122
user_90178,200.0,1.0,1.0,169.0,1.0
user_90179,77.0,1.0,2.0,115.0,0.5273972602739726
user_90181,261.0,0.7272727272727273,11.0,196.125,0.2546341463414634
user_90184,288.0,0.6,10.0,334.8333333333333,0.24060150375939848
user_90185,220.0,0.4,5.0,43.5,0.4612159329140461
user_90186,245.0,0.6666666666666666,3.0,73.0,0.5593607305936074
user_90189,98.0,1.0,1.0,90.0,1.0
user_90191,169.0,0.3333333333333333,6.0,58.5,0.5297805642633229
user_90192,329.0,0.6363636363636364,22.0,48.92857142857143,0.138003355704698
user_90195,263.0,1.0,3.0,76.33333333333333,0.6675126903553299
user_90196,267.0,0.45454545454545453,11.0,124.4,0.322463768115942
user_90197,286.0,0.65,20.0,116.0,0.22
user_90198,163.0,0.0,3.0,,0.41581632653061223
user_90199,130.0,0.0,8.0,,0.5416666666666666
user_90201,245.0,0.5,6.0,87.33333333333333,0.35
user_90202,318.0,0.6153846153846154,13.0,70.625,0.3697674418604651
user_90203,84.0,0.0,1.0,,1.0
user_90204,193.0,0.7692307692307693,13.0,76.2,0.18311195445920303
user_90206,69.0,1.0,4.0,31.0,0.25555555555555554
user_90212,83.0,1.0,1.0,59.0,1.0
user_90213,323.0,0.46153846153846156,13.0,190.33333333333334,0.2515576323987539
user_90214,88.0,1.0,3.0,53.0,0.3562753036437247
user_90215,211.0,0.0,2.0,,0.6355421686746988
user_90216,364.0,0.3076923076923077,39.0,123.41666666666667,0.09853817000541419
user_90217,243.0,0.2857142857142857,7.0,214.5,0.43783783783783786
user_90220,318.0,0.7272727272727273,11.0,194.5,0.32482124616956076
user_90221,194.0,0.6666666666666666,3.0,80.5,0.7578125
user_90228,144.0,0.0,5.0,,0.3486682808716707
user_90229,216.0,0.5,2.0,186.0,0.6545454545454545
user_90231,180.0,0.6,10.0,38.833333333333336,0.2917341977309562
user_90233,320.0,1.0,24.0,-28375.916666666668,0.14814814814814814
user_90235,80.0,0.5,2.0,48.0,0.5882352941176471
user_90243,211.0,0.2857142857142857,7.0,31.0,0.4647577092511013
user_90244,97.0,0.0,2.0,,0.6689655172413793
user_90247,130.0,0.5,2.0,86.0,0.6842105263157895
user_90249,258.0,0.23076923076923078,13.0,66.33333333333333,0.26735751295336785
user_90250,244.0,1.0,2.0,37.5,0.5596330275229358
user_90251,221.0,0.5,4.0,64.5,0.61731843575419
user_90252,84.0,1.0,1.0,-91984.0,1.0
user_90254,192.0,1.0,3.0,88.33333333333333,0.45714285714285713
user_90259,253.0,0.8,5.0,48.75,0.5672645739910314
user_90263,318.0,0.3148148148148148,54.0,193.11764705882354,0.03725398313027179
user_90266,59.0,1.0,1.0,20.0,1.0
user_90268,190.0,1.0,1.0,32.0,1.0
user_90269,42.0,1.0,2.0,84.0,0.5526315789473685
user_90271,298.0,0.7142857142857143,7.0,3808.4,0.5340501792114696
user_90272,212.0,1.0,6.0,80.33333333333333,0.16865552903739062
user_90273,216.0,0.3333333333333333,6.0,83.0,0.4090909090909091
user_90274,249.0,0.5,8.0,124.0,0.48255813953488375
user_90277,280.0,0.3548387096774194,31.0,71.81818181818181,0.13096351730589337
user_90278,97.0,0.4,5.0,72.0,0.27714285714285714
user_90279,227.0,0.46153846153846156,13.0,142.16666666666666,0.1950171821305842
user_90282,190.0,1.0,1.0,124.0,1.0
user_90283,242.0,0.6,5.0,49.666666666666664,0.606516290726817
user_90284,178.0,1.0,3.0,61.333333333333336,0.6379928315412187
user_90285,87.0,0.0,1.0,,1.0
user_90286,168.0,0.7857142857142857,14.0,61.45454545454545,0.16076555023923444
user_90289,193.0,0.6666666666666666,12.0,10957.5,0.2371007371007371
user_90290,294.0,0.625,8.0,104.0,0.3868421052631579
user_90291,76.0,1.0,4.0,65.75,0.27941176470588236
user_90292,313.0,0.6538461538461539,26.0,-85804.76470588235,0.10275771503611293
user_90295,73.0,1.0,2.0,66.0,0.5069444444444444
user_90296,194.0,0.7272727272727273,11.0,49.125,0.2458808618504436
user_90297,170.0,0.75,4.0,178.33333333333334,0.5396825396825397
user_90299,253.0,0.6,5.0,173.66666666666666,0.3528591352859135
user_90300,280.0,0.5,10.0,103.6,0.263653483992467
user_90301,118.0,1.0,2.0,52.5,0.6145833333333334
user_90303,75.0,0.5,2.0,74.0,0.5208333333333334
user_90307,173.0,0.3333333333333333,9.0,64.0,0.3642105263157895
user_90309,93.0,0.5,2.0,89.0,0.6642857142857143
user_90310,44.0,0.0,1.0,,1.0
user_90312,108.0,1.0,1.0,269.0,1.0
user_90313,181.0,0.0,1.0,,1.0
user_90315,135.0,1.0,1.0,110.0,1.0
user_90316,104.0,0.6666666666666666,3.0,73.0,0.5174129353233831
user_90317,163.0,1.0,1.0,206.0,1.0
user_90318,238.0,1.0,2.0,26.5,0.5207877461706784
user_90319,139.0,1.0,2.0,64.5,0.5387596899224806
user_90321,171.0,0.5,2.0,17.0,0.8952879581151832
user_90322,285.0,0.29411764705882354,17.0,120.8,0.2612282309807516
user_90324,250.0,0.8,5.0,64.5,0.4911591355599214
user_90325,56.0,1.0,1.0,164.0,1.0
user_90326,154.0,0.5,2.0,196.0,0.6470588235294118
user_90327,60.0,1.0,1.0,91.0,1.0
user_90328,266.0,0.5714285714285714,7.0,90.75,0.37359550561797755
user_90330,210.0,0.5,2.0,164.0,0.5675675675675675
user_90332,298.0,0.5555555555555556,9.0,69.2,0.22610015174506828
user_90335,17.0,1.0,1.0,78.0,1.0
user_90336,180.0,1.0,1.0,88.0,1.0
user_90337,168.0,1.0,1.0,38.0,1.0
user_90339,59.0,1.0,1.0,103.0,1.0
user_90340,243.0,0.2222222222222222,9.0,96.5,0.3511560693641618
user_90341,142.0,1.0,6.0,47.333333333333336,0.4127906976744186
user_90342,308.0,0.7333333333333333,15.0,91.0909090909091,0.2532894736842105
user_90344,235.0,0.8571428571428571,7.0,36.5,0.37360890302066774
user_90345,99.0,0.6666666666666666,3.0,99.0,0.5963855421686747
user_90346,187.0,0.7142857142857143,7.0,94.4,0.46633416458852867
user_90347,167.0,0.3333333333333333,3.0,275.0,0.4417989417989418
user_90348,67.0,0.0,2.0,,0.5583333333333333
user_90349,200.0,0.5,2.0,-48493.0,0.591715976331361
user_90350,63.0,1.0,1.0,68.0,1.0
user_90351,158.0,0.8333333333333334,6.0,105.8,0.31983805668016196
user_90352,109.0,0.42857142857142855,7.0,96.0,0.340625
user_90355,248.0,0.125,8.0,56.0,0.3974358974358974
user_90356,157.0,0.5,2.0,32.0,0.8626373626373627
user_90357,92.0,1.0,3.0,266.0,0.45098039215686275
user_90361,307.0,0.2222222222222222,9.0,115.5,0.24818108326596605
user_90368,59.0,1.0,2.0,53.0,0.5514018691588785
user_90370,205.0,1.0,5.0,146.2,0.5024509803921569
user_90371,57.0,0.5,2.0,44.0,0.7215189873417721
user_90372,101.0,1.0,1.0,36.0,1.0
user_90373,233.0,0.6666666666666666,3.0,68.5,0.6246648793565683
user_90375,162.0,0.75,12.0,57.666666666666664,0.2543171114599686
user_90376,164.0,0.7142857142857143,7.0,75.8,0.3620309050772627
user_90378,260.0,0.2857142857142857,7.0,41.5,0.33505154639175255
user_90379,202.0,1.0,3.0,125.33333333333333,0.696551724137931
user_90380,84.0,1.0,1.0,81.0,1.0
user_90381,180.0,0.5,2.0,67.0,0.8823529411764706
user_90384,60.0,0.0,2.0,,0.5825242718446602
user_90387,179.0,0.4090909090909091,22.0,71.22222222222223,0.12822349570200572
user_90388,129.0,0.5,2.0,65.0,0.6515151515151515
user_90390,261.0,0.4444444444444444,9.0,108.0,0.3793604651162791
user_90391,72.0,1.0,2.0,18.0,0.5034965034965035
user_90392,283.0,0.75,8.0,138.66666666666666,0.35822784810126584
user_90395,162.0,0.0,2.0,,0.5605536332179931
user_90399,146.0,1.0,1.0,94.0,1.0
user_90400,161.0,0.0,3.0,,0.6313725490196078
user_90404,156.0,1.0,1.0,41.0,1.0
user_90405,202.0,0.625,8.0,88.6,0.2931785195936139
user_90406,140.0,1.0,1.0,14.0,1.0
user_90408,69.0,0.0,1.0,,1.0
user_90410,70.0,0.5,2.0,34.0,0.7865168539325843
user_90414,67.0,1.0,1.0,53.0,1.0
user_90415,102.0,0.6666666666666666,3.0,174.0,0.4146341463414634
user_90416,185.0,1.0,4.0,84.5,0.48812664907651715
user_90418,182.0,1.0,2.0,67.5,0.5
user_90419,264.0,0.8333333333333334,6.0,198.2,0.5919282511210763
user_90420,320.0,0.7307692307692307,26.0,72.47368421052632,0.14821676702176934
user_90421,316.0,0.71875,32.0,100.73913043478261,0.14202247191011236
user_90424,155.0,0.0,1.0,,1.0
user_90426,144.0,1.0,3.0,20.333333333333332,0.46905537459283386
user_90427,93.0,1.0,1.0,169.0,1.0
user_90428,260.0,0.75,4.0,75.33333333333333,0.48598130841121495
user_90430,54.0,1.0,1.0,41.0,1.0
user_90431,110.0,1.0,1.0,144.0,1.0
user_90432,115.0,0.3333333333333333,3.0,80.0,0.5088495575221239
user_90433,251.0,0.8,5.0,143.25,0.3217948717948718
user_90434,298.0,0.625,8.0,190.2,0.36790123456790125
user_90436,213.0,1.0,4.0,73.0,0.43917525773195876
user_90439,94.0,0.42857142857142855,7.0,33.333333333333336,0.3051948051948052
user_90440,221.0,0.3,10.0,83.0,0.39464285714285713
user_90442,200.0,1.0,1.0,170.0,1.0
user_90444,109.0,0.0,3.0,,0.7676056338028169
user_90445,76.0,0.5,2.0,86.0,0.6909090909090909
user_90446,94.0,1.0,1.0,275.0,1.0
user_90448,120.0,0.3333333333333333,3.0,115.0,0.6486486486486487
user_90449,83.0,0.6666666666666666,3.0,130.0,0.49404761904761907
user_90452,225.0,0.0,4.0,,0.4891304347826087
user_90453,180.0,0.6666666666666666,9.0,120.5,0.26785714285714285
user_90454,149.0,0.6666666666666666,3.0,147.0,0.7233009708737864
user_90457,36.0,0.0,1.0,,1.0
user_90459,241.0,0.5714285714285714,7.0,155.25,0.4479553903345725
user_90461,192.0,0.5,2.0,65.0,0.7933884297520661
user_90463,19.0,0.0,1.0,,1.0
user_90467,307.0,0.8333333333333334,6.0,53.6,0.33478735005452565
user_90468,19.0,1.0,1.0,82.0,1.0
user_90470,162.0,0.16666666666666666,6.0,127.0,0.3632286995515695
user_90471,189.0,0.4375,16.0,145.0,0.1302549965541006
user_90473,203.0,1.0,1.0,195.0,1.0
user_90474,161.0,1.0,1.0,118.0,1.0
user_90477,270.0,1.0,6.0,85.33333333333333,0.46551724137931033
user_90478,291.0,0.5,8.0,43.75,0.2933467741935484
user_90479,178.0,0.4,5.0,169.5,0.4599483204134367
user_90481,181.0,1.0,1.0,12.0,1.0
user_90483,69.0,0.3333333333333333,3.0,115.0,0.41566265060240964
user_90484,319.0,0.5,12.0,78.83333333333333,0.28456735057983945
user_90485,180.0,1.0,1.0,231.0,1.0
user_90486,179.0,1.0,1.0,77.0,1.0
user_90487,263.0,0.5,6.0,120.33333333333333,0.3180169286577993
user_90488,143.0,1.0,1.0,2.0,1.0
user_90491,283.0,0.3333333333333333,6.0,146.5,0.5421455938697318
user_90492,396.0,0.4431137724550898,167.0,88.55405405405405,0.03793103448275862
user_90495,193.0,1.0,1.0,13.0,1.0
user_90496,160.0,0.6,5.0,92.66666666666667,0.38929440389294406
user_90497,237.0,0.5,4.0,34.5,0.4906832298136646
user_90499,136.0,0.21739130434782608,23.0,127.2,0.22742474916387959
user_90501,96.0,1.0,1.0,312.0,1.0
user_90505,60.0,1.0,1.0,117.0,1.0
user_90507,215.0,0.3333333333333333,3.0,130.0,0.6825396825396826
user_90509,169.0,0.8333333333333334,6.0,63.2,0.3407258064516129
user_90511,354.0,0.36666666666666664,30.0,121.45454545454545,0.14331983805668017
user_90512,185.0,0.0,1.0,,1.0
user_90513,72.0,1.0,2.0,82.0,0.6206896551724138
user_90515,245.0,0.42857142857142855,7.0,50.333333333333336,0.3810264385692068
user_90517,160.0,1.0,1.0,156.0,1.0
user_90518,77.0,1.0,3.0,66.66666666666667,0.3793103448275862
user_90519,197.0,0.0,2.0,,0.8140495867768595
user_90520,171.0,1.0,1.0,7.0,1.0
user_90522,178.0,1.0,2.0,72.5,0.5
